cancelaram a compra mas o limite n voltou,Limite
Existe uma data certa para pedir aumento de limite?,Limite
qnd q atualiza o limite de vcs,Limite
Vou viajar para o exterior preciso dobrar meu limite.,Limite
preciso de mt limite p viajar amanhã,Limite
Qual o meu limite para realizar saque no caixa 24h?,Limite
tem limite p sacar dinheiro no credito,Limite
Meu pedido de aumento de limite foi negado novamente.,Limite
vcs n aprovam limite nunca lixo,Limite
Posso usar o FGTS para conseguir mais limite?,Limite
da p aumentar o limite com fgts,Limite
Por que o limite não atualiza no aplicativo?,Limite
app n mostra o limite certo,Limite
O limite do meu cartão não cobre o valor do celular.,Limite
preciso de limite p comprar um iphone,Limite
Meu limite sumiu da tela inicial.,Limite
zerou meu limite do nada pq,Limite
Posso usar o limite da conta para pagar a fatura?,Limite
cheque especial paga fatura,Limite
O limite aprovado foi de 50 reais que vergonha.,Limite
banco ridiculo 50 conto de limite,Limite
Como cancelar minha conta e encerrar o relacionamento?,Cancelamento
qro cancelar minha conta logo,Cancelamento
Qual o caminho no aplicativo para excluir meu cadastro?,Cancelamento
onde clica p excluir a conta no app,Cancelamento
Não desejo mais manter nenhum serviço ativo com vocês.,Cancelamento
cancela td n qro mais,Cancelamento
Haverá cobrança de taxa se eu cancelar hoje?,Cancelamento
cancela essa bosta tem taxa,Cancelamento
Como procedo para cancelar apenas o cartão do meu dependente?,Cancelamento
qro cancelar o cartao do meu filho,Cancelamento
O que acontece com meus pontos acumulados se eu cancelar a conta?,Cancelamento
se eu cancelar as milhas some,Cancelamento
Não encontro a opção de cancelamento de conta no menu.,Cancelamento
kd o botao de cancelar q sumiu,Cancelamento
Solicitei cancelamento mês passado e a fatura chegou novamente.,Cancelamento
cancelei a conta e ta vindo cobranca ainda,Cancelamento
Desejo cancelar a apólice de seguro vinculada ao cartão.,Cancelamento
tira esse seguro q n pedi,Cancelamento
É possível cancelar a função crédito e ficar só com débito?,Cancelamento
qro cancelar o credito deixa so debito,Cancelamento
Como cancelar um Pix agendado por engano?,Cancelamento
agendei um pix errado cm cancela,Cancelamento
Quero revogar a autorização de débito automático.,Cancelamento
cancela o debito automatico da conta,Cancelamento
Estou tentando ligar para cancelar mas ninguém atende.,Cancelamento
atendimento lixo n consigo cancelar,Cancelamento
Se eu cancelar a conta perco meu histórico de faturas?,Cancelamento
cancelei a conta perco os comprovantes,Cancelamento
Fui cobrado indevidamente quero cancelar e ser reembolsado.,Cancelamento
qro cancelar e qro meu dinheiro de volta,Cancelamento
Como cancelar a minha chave PIX cadastrada?,Cancelamento
exclui minha chave pix de vcs,Cancelamento
Minha esposa faleceu como cancelo a conta dela?,Cancelamento
dono da conta morreu cm cancela,Cancelamento
Quero cancelar a renegociação que fiz ontem.,Cancelamento
n qro mais o acordo tem cm cancelar,Cancelamento
Estou insatisfeito com o atendimento quero cancelar minha conta.,Cancelamento
vcs tratam cliente mal qro cancelar,Cancelamento
Como cancelar o envio de SMS promocional?,Cancelamento
para de mandar msg no meu cll,Cancelamento
O aplicativo não passa da tela de carregamento inicial.,Suporte App
app n abre fica so girando,Suporte App
Como forçar a atualização do aplicativo para a versão mais recente?,Suporte App
como q atualiza essa porcaria de app,Suporte App
Estou recebendo mensagem de erro de servidor ao tentar login.,Suporte App
da erro de servidor qnd ponho a senha,Suporte App
O aplicativo fecha sozinho sempre que tento ver a fatura.,Suporte App
app trava td hora q vou ver a fatura,Suporte App
Como aciono o chat para falar com suporte técnico humano?,Suporte App
qro falar c pessoa n c robo,Suporte App
A opção de ajuda sumiu do menu principal.,Suporte App
kd o suporte no aplicativo,Suporte App
Troquei de aparelho celular como restauro meu acesso no novo?,Suporte App
cm faco login no celular novo,Suporte App
O reconhecimento facial do aplicativo parou de funcionar na claridade.,Suporte App
biometria do rosto n le de jeito nenhum,Suporte App
Desde a última atualização o aplicativo está drenando minha bateria.,Suporte App
app d vcs ta descarregando meu cll,Suporte App
Não estou recebendo as notificações de compras no meu smartphone.,Suporte App
pq n chega notificacao qnd passo o cartao,Suporte App
Onde mudo meu e-mail e telefone no cadastro do aplicativo?,Suporte App
qro mudar meu email onde vou,Suporte App
O aplicativo diz que meu dispositivo não é seguro.,Suporte App
app falando q meu celular tem virus,Suporte App
Como limpar o cache do aplicativo que está muito lento?,Suporte App
app ta pesando mt no celular,Suporte App
A câmera não abre pelo aplicativo para escanear boleto.,Suporte App
camera n foca no boleto pelo app,Suporte App
A interface do aplicativo está toda desconfigurada no meu tablet.,Suporte App
a tela do app ta cortada,Suporte App
Não consigo copiar o código de barras no aplicativo.,Suporte App
botao de copiar boleto n funciona,Suporte App
O aplicativo parou na tela de verificação de segurança.,Suporte App
app travou na tela de seguranca,Suporte App
Como desvincular meu aplicativo do celular antigo que foi roubado?,Suporte App
roubaram meu celular cm tira a conta dele,Suporte App
Tem como acessar minha conta pelo computador ao invés do app?,Suporte App
da p ver a conta pelo notebook,Suporte App
O teclado não aparece quando tento digitar a senha no aplicativo.,Suporte App
teclado n sobe p por a senha,Suporte App
Apareceu uma compra internacional que eu não reconheço na fatura.,Fraude/Extrato
n fiz essa compra de dolar aq,Fraude/Extrato
Como gerar um extrato detalhado dos últimos noventa dias?,Fraude/Extrato
qro o extrato de tres meses atras,Fraude/Extrato
Tem uma cobrança de uma loja com nome muito estranho no extrato.,Fraude/Extrato
q loja e essa na minha fatura,Fraude/Extrato
Fiz um PIX para uma loja falsa sofri um golpe.,Fraude/Extrato
cai no golpe do pix ajuda p favor,Fraude/Extrato
Acho que alguém invadiu minha conta bancária.,Fraude/Extrato
entraram na minha conta e limparam tudo,Fraude/Extrato
Qual o procedimento para contestar transferências não reconhecidas?,Fraude/Extrato
qro o estorno desse pix q n fiz,Fraude/Extrato
Onde encontro o histórico de TEDs antigos no aplicativo?,Fraude/Extrato
kd o comprovante da transferencia de janeiro,Fraude/Extrato
Recebi um SMS confirmando uma compra que não realizei.,Fraude/Extrato
msg de compra q n fui eu socorro,Fraude/Extrato
Fui cobrado duas vezes pela mesma compra no supermercado.,Fraude/Extrato
passou 2 vezes no mercadinho cm q faz,Fraude/Extrato
O saldo da minha conta sumiu misteriosamente.,Fraude/Extrato
roubaram meu dinheiro do banco,Fraude/Extrato
Meu extrato sumiu da tela do aplicativo.,Fraude/Extrato
n consigo ver meu extrato de hoje,Fraude/Extrato
Como bloquear preventivamente por suspeita de fraude?,Fraude/Extrato
qro bloquear td acho q me clonaram,Fraude/Extrato
Tem um saque no caixa eletrônico que eu não fiz.,Fraude/Extrato
sacaram meu dinheiro no 24h,Fraude/Extrato
O comprovante do PIX sumiu do meu extrato.,Fraude/Extrato
kd o recibo do pix q fiz ontem,Fraude/Extrato
Ligaram dizendo ser do banco pedindo minha senha é golpe?,Fraude/Extrato
vcs ligam pedindo a senha do app,Fraude/Extrato
Um desconhecido me enviou um PIX por engano.,Fraude/Extrato
caiu um pix errado na minha conta,Fraude/Extrato
Como baixo o extrato consolidado do ano para o imposto de renda?,Fraude/Extrato
qro extrato p leao do imposto,Fraude/Extrato
A compra foi cancelada na loja mas consta no extrato.,Fraude/Extrato
cancelei na loja mas ta na fatura,Fraude/Extrato
Qual o prazo para estornarem uma compra fraudulenta?,Fraude/Extrato
estorno da fraude cai em qnts dias,Fraude/Extrato
Roubaram meus documentos e abriram conta no meu nome.,Fraude/Extrato
usaram meu nome p abrir conta ai,Fraude/Extrato
Gostaria de negociar as faturas que estão em atraso.,Renegociação
preciso parcelar minha fatura atrasada,Renegociação
Se eu quitar a dívida à vista tenho redução de juros?,Renegociação
tem desconto se eu pagar a divida td de uma vez,Renegociação
As parcelas do meu acordo estão comprometendo minha renda.,Renegociação
preciso de uma parcela menor no acordo,Renegociação
Não consegui pagar o acordo deste mês o que acontece?,Renegociação
n paguei o acordo hj e agora,Renegociação
Onde posso visualizar as opções de renegociação disponíveis?,Renegociação
onde vejo pra renegociar a divida,Renegociação
É possível unificar as dívidas de dois cartões em um só boleto?,Renegociação
da p juntar as duas faturas p negociar,Renegociação
Como solicito a segunda via do boleto do acordo firmado?,Renegociação
kd o boleto do meu acordo desse mes,Renegociação
Após o pagamento da renegociação em quanto tempo limpa meu nome?,Renegociação
paguei qnd q sai do spc,Renegociação
Desejo cancelar a renegociação e fazer uma nova proposta.,Renegociação
qro cancelar o acordo e fazer outro melhor,Renegociação
Estou achando os juros da renegociação extremamente abusivos.,Renegociação
juros do acordo ta um absurdo,Renegociação
Tem algum mutirão de negociação de dívidas acontecendo?,Renegociação
vcs tao no feirao do serasa,Renegociação
Posso dar uma entrada maior para diminuir as parcelas do acordo?,Renegociação
se eu der entrada a parcela da divida abaixa,Renegociação
O acordo foi quebrado por atraso de um dia.,Renegociação
atrasei o acordo 1 dia e cancelou pq,Renegociação
Consigo renegociar uma dívida que já tem mais de cinco anos?,Renegociação
divida velha de 5 anos da p negociar,Renegociação
Paguei o acordo mas ainda recebo ligações de cobrança.,Renegociação
ja paguei para de me ligar cobrando,Renegociação
Onde consigo o termo de quitação da minha dívida?,Renegociação
qro o recibo q quitei a divida,Renegociação
Tem como jogar a parcela do acordo pro mês que vem?,Renegociação
pula a parcela do acordo p mes q vem,Renegociação
Estou desempregado como faço para renegociar a dívida?,Renegociação
to sem emprego tem cm congelar a divida,Renegociação
O boleto do acordo não está registrando no sistema.,Renegociação
fui pagar o acordo e deu boleto invalido,Renegociação
Qual o valor mínimo para conseguir parcelar a dívida?,Renegociação
ate qnto pode parcelar o acordo,Renegociação
Quero fazer uma simulação de empréstimo consignado.,Empréstimo
qro simular um dinheiro emprestado,Empréstimo
Qual a taxa de juros efetiva do empréstimo pessoal?,Empréstimo
qnto q e o juros do emprestimo,Empréstimo
Como realizar a amortização antecipada das parcelas do empréstimo?,Empréstimo
qro pagar o emprestimo de tras p frente,Empréstimo
O valor do empréstimo aprovado não foi creditado na conta.,Empréstimo
fiz o emprestimo e o dinheiro n caiu,Empréstimo
Qual o prazo máximo em meses para pagamento do empréstimo?,Empréstimo
posso pagar o emprestimo em 60 meses,Empréstimo
Vocês liberam crédito para quem está com restrição no CPF?,Empréstimo
da emprestimo pra qm ta com nome sujo,Empréstimo
Como solicitar o cancelamento do empréstimo no prazo de sete dias?,Empréstimo
peguei emprestimo ontem tem cm devolver,Empréstimo
Quais as condições para fazer um empréstimo com garantia de veículo?,Empréstimo
como poe o carro de garantia no emprestimo,Empréstimo
Onde acesso o contrato digital do empréstimo que realizei?,Empréstimo
kd o contrato do meu emprestimo,Empréstimo
O limite pré-aprovado do empréstimo reduz meu limite de compras?,Empréstimo
o emprestimo usa o limite do cartao ne,Empréstimo
Posso pedir outro empréstimo mesmo já tendo um ativo?,Empréstimo
da p pegar dois emprestimos juntos,Empréstimo
Meu empréstimo está em análise há três dias.,Empréstimo
demora mt p liberar o emprestimo,Empréstimo
Qual a diferença entre empréstimo pessoal e cheque especial?,Empréstimo
emprestimo e melhor q cheque especial,Empréstimo
Fiz um empréstimo mas me arrependi do prazo escolhido.,Empréstimo
tem cm mudar a qnt de parcelas do emprestimo q ja fiz,Empréstimo
Posso antecipar o pagamento de todo o empréstimo de uma vez?,Empréstimo
qro quitar o emprestimo hj tem desconto,Empréstimo
O empréstimo debita automático da minha conta corrente?,Empréstimo
o emprestimo desconta sozinho da conta,Empréstimo
Vocês fazem portabilidade de empréstimo de outras instituições?,Empréstimo
qro trazer meu emprestimo de outro banco p ca,Empréstimo
Como renegociar as parcelas atrasadas do meu empréstimo?,Empréstimo
n consegui pagar o emprestimo esse mes oq faco,Empréstimo
O seguro prestamista é obrigatório na contratação do empréstimo?,Empréstimo
pra q serve esse seguro no meu emprestimo,Empréstimo
Quanto de limite de empréstimo eu tenho liberado hoje?,Empréstimo
qnto vcs me emprestam hj,Empréstimo
Esqueci minha senha de seis dígitos de acesso ao aplicativo.,Senha
esqueci a senha q entra no app,Senha
Como desbloqueio a senha que foi revogada por tentativas incorretas?,Senha
bloqueei a senha pq errei mt,Senha
Onde encontro a opção para redefinir a senha eletrônica?,Senha
como q muda a senha do banco,Senha
A senha exigida no aplicativo é a mesma do cartão de débito?,Senha
a senha do app e a de 4 numeros,Senha
Onde consulto a senha temporária enviada para o meu primeiro acesso?,Senha
kd a senha q vcs mandaram p eu entrar,Senha
Minha senha de transação inspirou e pede para ser trocada.,Senha
app pedindo p mudar a senha pq venceu,Senha
O link de recuperação de senha não chega no meu e-mail cadastrado.,Senha
n recebo o email p resetar a senha,Senha
Quais os critérios de segurança para cadastrar uma nova senha?,Senha
qnts numeros precisa por na senha nova,Senha
Qual senha devo utilizar ao gerar o cartão virtual no aplicativo?,Senha
qual senha ponho p comprar na internet,Senha
Minha senha foi bloqueada por suspeita de acesso indevido.,Senha
banco travou minha senha por seguranca,Senha
Como recuperar a senha de letras da internet banking?,Senha
esqueci a assinatura eletronica,Senha
Posso colocar a minha data de nascimento como senha do cartão?,Senha
pode por data de aniversario na senha,Senha
Fui no caixa eletrônico e disse que a senha está incorreta.,Senha
senha dando erro no 24h mas ta certa,Senha
Como alterar a senha do cartão adicional do meu filho?,Senha
cm muda a senha do cartao adicional,Senha
O aplicativo não aceita a nova senha que estou tentando criar.,Senha
app n deixa eu criar senha nova,Senha
Cadastrei a biometria mas o aplicativo continua pedindo a senha.,Senha
pra q pede senha se tem biometria,Senha
É possível visualizar a senha do cartão pelo próprio aplicativo?,Senha
onde vejo a senha do meu cartao de credito,Senha
Minha senha do cartão foi exposta e preciso trocar com urgência.,Senha
acharam minha senha quero mudar,Senha
A senha silábica foi cancelada e não sei como reativar.,Senha
como arruma a senha de letras,Senha
Bloquearam minha senha no exterior e estou sem dinheiro.,Senha
bloqueou a senha fora do brasil socorro,Senha
